V_peak,V_rest,dVdt_max,APD90,APD30,TUP
30.978666,7.873769,4996.3037,172,194,0.05
32.855938,10.408405,4963.91,182,211,0.05
34.634506,9.821786,5082.844,181,211,0.05
28.396404,5.7304134,4966.7617,140,154,0.05
29.618786,7.9960127,4993.7373,155,175,0.05
18.508978,-1.0765674,5069.416,91,92,0.05
35.273483,12.144753,5008.1357,204,243,0.05
34.161358,10.7620125,4979.8228,199,234,0.05
35.81491,11.600438,4999.556,175,208,0.05
33.962093,9.454846,4974.58,179,208,0.05
33.293243,9.281383,5015.0405,181,208,0.05
32.8597,8.679563,5078.745,166,191,0.05
31.346361,7.5333495,5075.769,169,191,0.05
31.084814,8.045397,4979.456,169,192,0.05
35.315605,12.1210985,5015.477,202,241,0.05
18.145273,-1.2207533,5059.5425,93,94,0.05
33.072323,9.270918,5019.2646,170,196,0.05
33.281963,9.131183,4966.521,180,208,0.05
22.113651,2.442743,5041.023,107,112,0.05
20.164547,0.35494575,4989.444,84,85,0.05
33.61543,10.867073,4979.9785,185,217,0.05
31.50561,7.352931,5078.5195,155,175,0.05
32.96007,8.127514,4974.0044,169,193,0.05
34.295235,11.214159,4968.167,194,229,0.05
31.928497,8.063393,5056.5557,155,177,0.05
27.590925,5.551938,4967.1714,148,162,0.05
29.69164,7.9477596,4982.6104,173,196,0.05
20.58851,0.81250197,5035.387,113,115,0.05
32.90017,9.0829115,4981.1187,189,218,0.05
30.225828,7.507293,5082.9214,149,170,0.05
32.335712,9.045465,4992.0493,188,216,0.05
28.968113,7.247644,5030.308,162,182,0.05
19.065952,-1.1726211,4970.79,79,80,0.05
23.424397,3.169168,5033.8325,135,143,0.05
30.314407,7.1262755,5040.5815,160,180,0.05
31.379082,9.516071,5040.6504,175,202,0.05
31.761908,7.646071,5073.772,173,196,0.05
25.289085,4.5394692,5031.9985,126,136,0.05
21.61415,1.5153776,5069.547,116,119,0.05
25.6639,4.1354,4982.9585,134,144,0.05
31.410238,7.1503057,5059.9346,151,170,0.05
27.122944,5.406393,5018.3823,126,139,0.05
31.963688,7.985749,5041.989,161,184,0.05
33.16562,10.409468,5046.0376,169,198,0.05
30.670897,9.2595005,4982.6636,169,195,0.05
27.033045,5.792838,5059.4224,144,159,0.05
24.143534,4.730539,5043.657,135,146,0.05
30.45862,7.766469,4966.9136,158,179,0.05
27.128397,5.523422,5028.719,148,163,0.05
26.296118,4.9266157,4975.749,112,122,0.05
33.628643,8.957191,5004.048,184,212,0.05
34.362156,10.103044,5006.2007,174,204,0.05
31.178652,7.7177367,4988.748,162,183,0.05
24.039679,3.5908628,4991.9395,111,118,0.05
20.714952,0.383593,4983.9683,92,93,0.05
31.57751,8.752776,4978.8267,164,190,0.05
18.32116,-1.5327061,5082.097,86,87,0.05
24.736197,4.5803494,5073.8857,124,135,0.05
23.608208,2.033057,5061.2256,101,105,0.05
29.13853,6.5652833,4991.2515,160,178,0.05
21.882648,1.6600713,4966.2124,101,104,0.05
25.07454,2.8151789,5002.1724,106,112,0.05
23.057789,2.7536967,5026.312,115,121,0.05
22.792612,2.3334785,4998.173,102,107,0.05
30.638136,7.128375,4986.668,166,188,0.05
20.872316,1.5545132,5042.4214,94,97,0.05
17.22399,-2.4761033,5056.561,75,76,0.05
17.934864,-0.88582116,5031.9463,89,90,0.05
32.258823,8.782984,5081.0176,181,208,0.05
28.436237,6.550752,5052.184,167,187,0.05
26.298185,4.2755275,5031.599,131,142,0.05
30.304548,7.8625865,5055.629,160,182,0.05
20.95654,1.9726809,4964.8853,102,106,0.05
28.907501,7.2759705,5040.361,164,184,0.05
21.555374,0.64257896,5069.0747,90,91,0.05
34.170162,10.226834,5073.129,183,213,0.05
18.05878,-0.8412779,5068.919,89,90,0.05
31.788158,8.560891,5048.024,188,215,0.05
31.843254,7.506214,5033.9014,161,183,0.05
27.339153,5.0128465,5030.3916,127,139,0.05
32.983498,11.263837,5012.172,192,227,0.05
30.932638,8.785822,5059.465,166,189,0.05
31.4847,9.107216,5020.177,182,209,0.05
28.69343,6.8477592,4981.9937,137,153,0.05
30.101583,6.990961,5063.2134,145,164,0.05
29.891623,6.2122316,5081.03,153,171,0.05
32.92462,9.167454,4989.0645,182,210,0.05
27.126556,5.3333764,5022.9033,151,166,0.05
26.791561,5.474493,4988.674,142,156,0.05
27.526405,6.450677,5039.066,140,156,0.05
28.939476,5.5557165,5021.292,141,156,0.05
24.813541,3.1314733,5041.0396,106,113,0.05
25.284948,3.7668939,5006.259,117,126,0.05
24.005972,4.03751,4967.055,118,127,0.05
30.358988,7.1011224,5031.276,144,163,0.05
31.675934,8.681505,5001.7495,160,183,0.05
21.277637,0.982354,5075.9863,99,101,0.05
32.11239,7.4876575,5022.7866,159,180,0.05
34.716404,11.181597,5034.939,203,241,0.05
34.742275,10.953599,5007.226,194,228,0.05
31.479578,7.555611,4964.0654,159,181,0.05
27.31055,5.528035,4991.829,136,149,0.05
30.953156,7.62701,5037.969,181,206,0.05
27.217903,5.5471067,5038.6167,147,161,0.05
30.774693,6.996696,4986.6562,149,168,0.05
28.088573,6.1200085,5012.5566,155,171,0.05
29.938616,6.792431,4992.915,145,162,0.05
30.015274,7.3996477,5050.226,175,196,0.05
23.783442,2.7714243,5009.011,110,116,0.05
33.183586,9.250027,5023.524,169,195,0.05
32.05963,9.623717,5068.9473,169,195,0.05
33.825127,10.443359,5064.653,195,229,0.05
22.652552,1.6247021,4970.8784,93,96,0.05
25.11745,4.686726,5031.8086,123,133,0.05
33.25994,9.543667,5018.391,164,191,0.05
25.961239,3.6602235,5020.183,110,118,0.05
30.84417,7.04829,5015.7344,153,172,0.05
34.09312,9.532341,5044.6914,191,222,0.05
29.333218,6.3774347,5007.2324,153,169,0.05
21.656986,1.2694019,5008.353,95,97,0.05
18.860106,-0.77854615,5025.893,81,82,0.05
29.004137,5.736352,4979.4463,141,155,0.05
26.846176,4.351897,4996.7495,110,119,0.05
29.990623,7.6888685,5041.8506,165,187,0.05
30.797548,7.3221216,5080.0186,165,187,0.05
32.51055,8.424067,5029.3887,175,200,0.05
22.968288,3.1596262,5035.8564,118,125,0.05
18.225365,-1.1027914,5022.9443,85,86,0.05
32.141087,9.313443,4963.503,185,213,0.05
29.538069,7.371043,4969.862,163,183,0.05
27.310177,6.1008744,5013.7188,153,170,0.05
31.227913,9.02281,5070.326,164,189,0.05
28.711382,7.1000214,5075.9414,141,159,0.05
30.487165,6.85291,5064.506,138,155,0.05
28.856176,6.9704156,5010.96,136,153,0.05
28.376818,5.143006,5016.324,133,147,0.05
32.82443,9.89418,5076.195,187,216,0.05
31.836256,8.227739,5025.034,167,191,0.05
22.350977,2.3859186,4992.465,107,112,0.05
33.84997,10.520191,4969.326,195,227,0.05
36.637287,13.12126,4991.502,208,251,0.05
32.466026,8.493923,5012.6533,173,199,0.05
28.892845,5.675487,4988.9473,132,146,0.05
22.839518,2.4203455,5049.343,119,125,0.05
19.058815,-0.38792336,5064.521,97,98,0.05
20.292824,0.10820231,5050.0225,95,96,0.05
35.799717,12.815088,4993.478,198,238,0.05
26.701967,4.937169,5031.705,147,161,0.05
22.697838,2.7347982,4975.889,110,116,0.05
21.333363,1.2431366,5008.7485,110,113,0.05
33.237923,8.612985,5046.5063,178,205,0.05
29.215984,6.2730103,4970.504,137,153,0.05
21.813023,1.9415877,5073.819,105,109,0.05
33.714443,8.799979,4999.9106,183,212,0.05
27.549334,5.4112024,5007.7715,131,145,0.05
30.800293,7.083112,5052.6895,163,184,0.05
30.773895,7.964418,4995.7344,155,177,0.05
32.36253,9.348475,4987.1313,187,215,0.05
34.47142,10.238553,4965.075,194,227,0.05
25.373648,4.0058937,4968.7017,126,135,0.05
27.40277,5.713013,4997.802,150,166,0.05
25.206715,3.2799015,5008.856,116,124,0.05
30.260029,7.480913,5063.797,158,178,0.05
24.904179,3.7167945,5076.058,137,147,0.05
33.476418,9.621616,4982.4067,188,217,0.05
28.687918,7.0924788,5061.5337,157,176,0.05
35.83817,13.133798,5047.3853,203,244,0.05
30.669266,8.859485,4957.4917,173,197,0.05
23.963913,2.1106179,5035.0215,103,108,0.05
36.552963,12.917298,4986.04,208,251,0.05
34.528076,9.69216,5082.6826,187,218,0.05
31.144217,7.6322436,5067.746,153,173,0.05
32.900063,10.064798,5079.354,174,204,0.05
30.831442,8.74099,5054.58,167,191,0.05
25.410135,5.4244184,4966.1704,139,152,0.05
18.620153,-1.4104401,4973.4707,71,72,0.05
25.548351,4.258513,4987.1787,120,129,0.05
30.920298,7.520804,5041.868,172,195,0.05
26.717232,6.1865907,5039.589,136,150,0.05
33.508392,9.548877,5065.2095,164,191,0.05
26.007517,4.3603964,4963.809,141,153,0.05
18.52946,-1.8258356,5083.098,77,78,0.05
32.816486,9.240841,5002.309,192,220,0.05
33.72966,9.490203,4998.382,180,209,0.05
22.762655,1.701282,5001.348,89,93,0.05
34.38174,10.6562,5032.853,212,249,0.05
25.943977,4.7497196,4985.171,148,160,0.05
31.58585,8.151704,5061.947,159,181,0.05
24.311466,3.339737,4971.663,110,117,0.05
35.73722,12.750205,5075.0166,193,231,0.05
33.035004,8.870189,4992.0923,173,199,0.05
24.500135,3.9093711,4969.4487,132,141,0.05
30.57695,8.152443,4958.2866,169,192,0.05
31.472897,8.92527,5009.624,158,183,0.05
29.77945,6.517702,5060.6196,151,169,0.05
28.077412,5.7874427,5078.483,121,135,0.05
34.747074,10.442938,5001.53,175,205,0.05
34.389206,10.067859,5081.4136,187,218,0.05
32.72765,8.966081,4980.79,168,195,0.05
18.047777,-2.284427,5004.444,73,74,0.05
27.831873,5.9537687,5031.308,153,169,0.05
30.143312,8.83723,5030.3306,156,179,0.05
24.785471,3.4831982,5057.7837,111,119,0.05
24.105093,2.6854892,5054.2974,117,124,0.05
18.938383,-0.33749142,5015.7954,93,94,0.05
27.107244,4.73911,5063.5234,126,138,0.05
20.38841,1.2962323,5059.8022,106,109,0.05
23.069767,1.2792976,5076.7314,98,101,0.05
31.932394,8.172296,5049.7803,169,194,0.05
25.93201,4.6289873,5004.7383,119,130,0.05
18.495264,-0.5207737,5013.841,97,98,0.05
32.77454,8.236671,5082.2363,168,193,0.05
18.651636,-0.57289517,4962.5796,88,89,0.05
31.897078,7.838052,5026.2065,170,193,0.05
27.935724,6.618658,5075.9326,163,182,0.05
27.250412,5.515739,5072.3955,127,140,0.05
31.675346,7.9993763,5031.2915,162,185,0.05
33.31103,10.215494,4987.259,172,201,0.05
29.701958,6.0151477,5082.412,155,173,0.05
29.399445,6.336928,4981.714,146,163,0.05
22.57083,1.7377454,5044.3916,97,101,0.05
18.838701,-0.06851292,5019.0825,101,102,0.05
29.948631,6.5428715,5010.524,147,166,0.05
32.83727,9.567257,5080.386,174,202,0.05
18.80275,-1.4449592,4985.623,83,84,0.05
32.318855,9.665694,4976.9067,176,203,0.05
35.050507,12.293287,5036.484,188,224,0.05
33.738087,9.30292,4967.3604,181,209,0.05
25.819296,3.3549175,5061.665,113,121,0.05
29.923227,8.076988,5073.1426,162,185,0.05
33.59916,9.639103,5071.425,203,236,0.05
24.94024,4.398284,5057.9873,128,138,0.05
36.308445,12.947953,5014.2803,213,257,0.05
29.746128,6.364297,5033.2007,151,169,0.05
29.90247,7.168731,5050.9224,146,165,0.05
25.429447,3.3346925,5004.0757,117,125,0.05
27.914503,6.120688,5079.417,158,176,0.05
28.983036,7.8918653,5072.0386,162,184,0.05
29.058294,6.3902,5006.8423,164,183,0.05
26.359531,4.464879,4995.9404,128,139,0.05
32.603657,9.033443,5013.081,194,223,0.05
26.343515,5.6677327,5045.6025,140,155,0.05
26.840498,5.4897323,5002.541,124,137,0.05
24.556835,3.7169592,4973.709,134,143,0.05
28.780748,7.053959,5051.142,164,185,0.05
33.6758,9.326113,5077.841,185,213,0.05
34.453926,11.950733,5063.561,184,218,0.05
34.718887,11.069257,4976.868,202,239,0.05
19.47904,0.13516867,5030.1494,96,97,0.05
28.639816,6.4989386,5030.812,172,192,0.05
27.883682,6.521254,4984.7803,144,159,0.05
20.256756,0.9849922,4989.1987,100,102,0.05
27.881557,5.654319,5035.97,146,160,0.05
33.99905,11.255249,4993.676,201,237,0.05
31.388517,8.592581,5014.5537,161,186,0.05
28.073505,4.8750978,4977.153,136,149,0.05
19.21838,-0.99137247,4993.9204,83,84,0.05
22.012062,2.2865365,4976.297,105,110,0.05
24.718554,4.159869,5035.4473,133,143,0.05
31.064974,7.8421307,4974.435,176,199,0.05
18.930752,0.33825982,5058.232,98,99,0.05
17.81946,-2.4796093,5007.699,69,70,0.05
25.79853,3.7472086,5041.6816,122,131,0.05
24.023445,4.1012893,5061.0723,118,127,0.05
18.25997,-1.0382602,5065.283,90,91,0.05
23.102467,1.6255323,5025.258,94,97,0.05
33.674206,10.140252,5058.2554,193,225,0.05
25.329636,2.895641,5019.1733,112,118,0.05
31.792393,9.408077,5062.1636,161,187,0.05
26.071955,4.850793,4961.7207,152,166,0.05
35.593777,11.709387,5044.1987,197,234,0.05
27.047285,5.417812,5010.7583,128,141,0.05
28.954302,6.7778893,5073.2583,135,151,0.05
28.811699,5.7575245,5079.8555,145,160,0.05
26.911272,5.174992,5058.645,139,152,0.05
34.838882,10.881839,5081.098,205,242,0.05
17.97138,-1.8453441,5080.0947,78,79,0.05
33.48787,9.069205,4991.348,178,206,0.05
35.446854,12.105701,5042.5474,211,253,0.05
28.536865,5.8441052,5039.563,125,139,0.05
28.615881,6.172618,5065.8027,133,148,0.05
26.389082,5.1258497,5082.2993,125,137,0.05
24.99052,3.741301,5037.182,119,128,0.05
22.773783,3.2547324,4980.5796,110,117,0.05
34.23313,9.599829,4972.2007,173,201,0.05
19.815302,1.0491298,4967.7085,99,101,0.05
34.363564,11.696741,5064.2837,205,244,0.05
24.041412,2.2084985,4972.062,104,109,0.05
35.734955,12.089015,5023.39,204,244,0.05
33.802795,10.22496,5028.3965,170,200,0.05
19.85829,-0.43849954,4996.109,76,77,0.05
29.672344,6.966521,4988.782,158,178,0.05
31.354246,8.453605,4995.636,162,184,0.05
24.234577,2.7407713,5043.513,111,117,0.05
36.72862,13.627765,5035.932,208,252,0.05
22.71755,1.6587424,5056.5557,104,108,0.05
32.782665,9.777709,5016.733,170,197,0.05
26.794329,4.2379003,5077.2144,127,137,0.05
26.46634,5.368851,5012.169,121,133,0.05
33.579338,10.173436,5005.3516,194,226,0.05
31.557562,9.081167,4995.1846,190,219,0.05
22.82333,3.0963328,5024.975,129,136,0.05
25.069626,4.0560155,5043.476,115,124,0.05
22.64942,1.1260996,5076.0933,90,92,0.05
20.861351,1.4670831,5069.3647,106,109,0.05
30.361977,7.676112,4964.5083,166,188,0.05
24.635893,3.1308281,4992.439,107,114,0.05
31.755138,7.8169904,5057.4243,166,188,0.05
26.892925,5.1094084,5063.2007,124,136,0.05
28.325077,6.3588605,4999.3784,164,183,0.05
30.356504,7.222021,5064.974,163,183,0.05
31.622223,8.28425,5056.1274,149,171,0.05
31.967207,8.460375,5063.996,168,191,0.05
29.476591,8.174374,4980.7925,154,175,0.05
27.07383,6.067426,4995.0835,141,155,0.05
25.220854,3.756786,5071.1406,129,139,0.05
28.509325,6.944293,5050.2056,154,172,0.05
25.825018,3.5563052,4991.8457,107,115,0.05
33.394703,11.501311,4959.753,193,228,0.05
29.243572,6.668821,5053.265,165,184,0.05
20.996046,1.6625998,5028.496,113,117,0.05
22.746553,2.5412123,5040.1836,117,123,0.05
30.555202,7.938034,5013.6426,148,169,0.05
22.461697,1.3303795,5053.6714,109,112,0.05
34.757473,11.409028,5022.2715,195,231,0.05
29.35856,5.7570024,5038.579,143,158,0.05
20.949648,0.36368987,5019.553,90,91,0.05
31.527464,7.5028644,5061.7295,171,194,0.05
33.513416,9.064685,5051.8687,174,202,0.05
36.31885,13.21454,5024.228,206,250,0.05
27.9847,6.4379687,5063.1675,150,166,0.05
33.705097,9.558452,5025.1006,193,224,0.05
23.74588,3.9733822,5001.127,135,145,0.05
26.075115,4.8028126,5055.233,137,149,0.05
33.259403,10.238484,5042.8936,180,211,0.05
27.151361,5.762521,4984.268,130,143,0.05
33.664295,9.625872,5054.1465,179,208,0.05
31.411848,8.306628,5075.776,179,205,0.05
31.247498,8.080957,5077.287,166,190,0.05
33.840805,10.733634,5023.8447,191,224,0.05
35.283833,12.507998,5024.51,199,237,0.05
24.587065,4.0091314,5080.71,121,130,0.05
34.729584,10.31277,5064.092,183,214,0.05
27.915035,5.509735,5026.381,132,145,0.05
32.559444,8.728708,4969.2036,177,203,0.05
35.35965,12.553253,5021.788,209,251,0.05
33.989746,10.262687,5035.662,203,238,0.05
31.03909,8.5310545,5006.375,147,168,0.05
31.18658,7.7953486,4995.7573,153,174,0.05
34.226093,10.331306,4964.834,187,218,0.05
32.40224,7.7620025,5012.287,160,182,0.05
34.11389,10.20512,5070.173,191,223,0.05
33.23846,9.921842,4994.7773,186,216,0.05
34.31173,10.651305,4976.8003,175,206,0.05
22.758186,2.2640657,5048.0503,110,115,0.05
26.73889,5.172319,5041.6904,141,154,0.05
33.392365,9.486831,4993.436,199,231,0.05
31.788204,9.773769,5024.23,176,205,0.05
29.554018,6.5369225,5072.3345,155,173,0.05
33.613247,9.540371,4971.382,171,199,0.05
33.533146,9.438152,5050.7773,189,219,0.05
30.027504,7.0822487,5005.615,166,186,0.05
34.02358,9.768023,5011.501,185,216,0.05
32.428787,8.697195,5016.228,174,201,0.05
33.97004,11.169058,5009.4146,181,213,0.05
29.793493,6.6963954,5044.533,155,173,0.05
23.544598,2.0023131,5019.5156,106,111,0.05
32.5942,8.698982,5081.187,162,186,0.05
27.973696,6.5493336,4988.8706,145,162,0.05
33.82621,9.252605,4984.6387,186,215,0.05
23.800797,3.7083652,5011.551,130,139,0.05
26.040182,4.3776174,4981.5166,107,117,0.05
30.77041,7.119069,4966.313,154,174,0.05
28.371262,5.5968843,5074.5474,153,169,0.05
30.912365,9.5242195,5029.0283,171,198,0.05
20.538347,-0.7058201,5076.7153,82,83,0.05
28.7037,5.8629847,5072.08,152,168,0.05
26.353027,4.978507,5006.9355,142,155,0.05
35.692875,12.031285,5007.446,204,244,0.05
27.87594,6.2027407,4984.649,165,183,0.05
29.08954,6.4412327,5034.7534,152,169,0.05
33.31886,9.161919,5031.1714,167,193,0.05
33.91366,11.470373,5019.726,185,218,0.05
28.800055,6.4107294,4963.424,144,161,0.05
33.9236,10.387235,5059.0625,181,212,0.05
30.720383,9.389441,5056.124,168,194,0.05
33.76071,9.772108,5074.805,199,232,0.05
29.826801,7.141041,5015.0083,172,194,0.05
30.579147,7.2193823,4963.815,166,188,0.05
17.57959,-2.8854306,5058.8813,66,67,0.05
28.080406,5.944894,5012.874,152,167,0.05
34.205074,9.773849,5010.6895,178,206,0.05
29.75652,7.4565105,5052.6016,150,170,0.05
29.183992,5.816316,5015.3247,149,165,0.05
34.816093,10.150173,5043.892,188,221,0.05
18.618954,-0.97302276,5080.053,92,93,0.05
28.977959,6.1477566,5012.31,148,165,0.05
31.187391,9.142928,4975.4087,168,194,0.05
30.365786,7.203114,4966.4775,142,159,0.05
30.149395,6.6349792,5083.7275,140,157,0.05
26.82533,5.435977,5039.4033,149,163,0.05
19.151033,0.14637893,5065.0923,103,104,0.05
31.571495,8.17164,5014.111,166,190,0.05
29.529394,6.8302746,5017.5186,166,185,0.05
34.497917,11.987842,4995.455,191,228,0.05
33.774254,9.166866,5072.5073,193,223,0.05
30.689543,8.057174,4996.513,168,190,0.05
22.706734,1.9779956,5065.4097,101,105,0.05
24.625795,3.9938555,5022.4253,140,150,0.05
23.556742,2.9751315,4980.259,116,123,0.05
27.323402,4.9977236,4989.779,140,153,0.05
26.149012,3.592237,4979.9053,120,129,0.05
33.62222,9.538021,5071.0967,183,211,0.05
31.57474,8.067868,5067.9473,166,189,0.05
30.88254,9.056766,5003.0264,178,204,0.05
33.55591,9.132125,5086.584,170,197,0.05
33.73131,10.550437,5068.563,187,218,0.05
32.942772,8.56799,5047.343,180,206,0.05
24.906794,4.1434307,5069.001,137,147,0.05
17.321054,-2.347489,5057.3257,70,71,0.05
31.36682,8.397917,4979.5415,145,166,0.05
32.23731,8.639346,5064.8296,183,210,0.05
31.466639,7.913945,5037.1367,167,191,0.05
25.676702,4.002379,4987.813,118,127,0.05
