V_peak,V_rest,dVdt_max,APD90,APD30,TUP
23.861427,1.8772508,4983.5225,112,117,0.05
28.108751,4.5099974,4989.5767,114,124,0.05
35.705875,14.460627,4890.468,112,150,0.05
34.797417,14.622577,5021.055,111,154,0.05
34.622845,13.215206,5078.6724,203,250,0.05
25.675953,5.626816,5032.165,96,108,0.05
31.087242,-6.571537,5106.5396,254,255,0.05
34.674534,13.128116,4991.723,157,200,0.05
20.230886,2.267355,5042.4487,71,75,0.05
26.049307,5.392352,5045.2983,111,125,0.05
34.178932,13.047633,4951.889,159,203,0.05
25.220982,1.3461359,4929.968,88,90,0.05
33.875675,10.687013,5024.036,152,181,0.05
5.1444106,-23.312267,4961.9067,62,63,0.05
32.95695,8.276187,5078.552,210,235,0.05
24.012754,1.9528388,4997.5293,123,127,0.05
30.929443,8.664232,5025.111,146,171,0.05
26.757433,-0.38452476,4941.1494,83,84,0.05
23.154108,-3.671004,5065.4634,165,166,0.05
29.029331,-1.8083786,5038.696,209,210,0.05
32.888607,6.6009398,5063.1826,190,208,0.05
31.362574,4.487003,5046.9854,199,211,0.05
28.563093,-0.29626733,4981.2876,111,112,0.05
36.33206,14.404035,5050.602,189,244,0.05
32.32465,10.991766,5080.9272,201,242,0.05
28.717714,10.657932,4955.345,112,138,0.05
34.10968,8.78919,5066.148,226,256,0.05
32.342354,2.3114953,5033.4424,193,198,0.05
33.826305,11.811926,5022.499,189,229,0.05
16.361553,-14.93631,4998.3936,101,102,0.05
32.980816,8.941565,5007.7876,159,183,0.05
27.17301,5.711971,5024.2617,97,109,0.05
23.126192,0.18376707,5047.101,118,119,0.05
25.668406,6.296771,5055.161,146,166,0.05
23.853333,0.60657275,5070.316,175,177,0.05
22.963951,1.3388152,4976.5044,124,128,0.05
27.925636,8.120971,5015.6235,146,168,0.05
33.63951,6.9516687,5016.5635,203,223,0.05
-37.857315,-51.37413,5047.0337,36,37,0.05
34.28888,8.826145,5006.8545,213,238,0.05
21.453825,-0.120588586,4876.979,71,72,0.05
23.609985,4.932016,5052.7905,101,113,0.05
30.419657,8.843899,5051.2783,185,214,0.05
29.400768,7.0371437,5048.223,118,135,0.05
35.801796,12.349531,5028.6753,165,198,0.05
16.712107,-6.6401362,5023.9766,97,98,0.05
28.007544,4.6319084,4958.828,165,176,0.05
21.45929,-24.694544,5095.2217,247,248,0.05
28.505466,6.034815,5032.2856,138,152,0.05
29.286896,8.606762,5047.4097,116,138,0.05
32.957405,10.216196,4962.4297,132,160,0.05
30.819498,7.956349,5009.333,145,165,0.05
33.967663,5.7643185,5053.3267,172,185,0.05
26.612555,8.670128,5034.1636,112,137,0.05
22.925905,2.1781814,4947.944,48,51,0.05
35.878017,15.124528,5076.428,206,263,0.05
29.566643,7.1817207,5065.481,178,197,0.05
33.26046,12.000963,5067.177,177,218,0.05
35.202698,7.547716,5091.705,248,269,0.05
29.370665,4.57349,4977.4062,143,154,0.05
32.73039,0.12698108,5026.5024,249,250,0.05
25.70437,4.944528,5068.5176,137,150,0.05
32.132984,10.472391,5067.662,172,206,0.05
19.28368,-1.732981,4957.873,54,55,0.05
35.794292,15.664232,5079.1865,170,237,0.05
34.460308,10.922541,5022.857,176,209,0.05
30.307592,6.3625584,5071.439,179,198,0.05
19.733864,0.070849515,5060.8447,95,96,0.05
20.102482,2.8832269,4986.474,81,87,0.05
32.41887,12.10897,4993.5874,143,180,0.05
31.650053,7.24225,5028.701,201,225,0.05
23.502085,2.9220688,5068.0723,127,134,0.05
31.945293,0.006353302,5051.1587,201,202,0.05
34.28613,11.837737,5103.975,224,274,0.05
28.962456,2.304896,5025.168,198,205,0.05
25.848946,-2.5580509,5029.0103,161,162,0.05
33.621838,9.944559,5049.6445,183,211,0.05
19.659353,1.038018,5026.435,95,98,0.05
34.91929,12.093153,5029.778,177,215,0.05
35.359127,14.891711,4918.16,123,165,0.05
29.551579,5.833167,5049.107,142,155,0.05
26.085428,4.4453087,4932.1665,68,76,0.05
37.676426,17.751041,5011.9854,149,207,0.05
34.52177,12.139619,4999.399,152,187,0.05
32.499302,9.85865,4999.449,112,137,0.05
32.749,11.676769,5023.6797,120,152,0.05
29.734617,3.947358,5049.44,195,205,0.05
16.551094,-10.224878,4997.576,95,96,0.05
31.581299,12.358667,5056.266,141,178,0.05
26.79909,4.6525755,5062.547,105,115,0.05
-38.166798,-64.20652,4964.7646,27,28,0.05
31.743298,6.557881,4915.9175,101,113,0.05
33.469746,11.038078,4957.834,141,170,0.05
28.806786,4.0845017,5073.2476,200,211,0.05
22.245586,2.0212073,4962.008,65,69,0.05
34.690968,10.203599,5049.146,201,234,0.05
32.733208,6.068971,4991.745,222,239,0.05
24.84554,3.6127744,4996.261,163,173,0.05
26.163372,6.4750752,4935.702,91,106,0.05
32.902126,10.722784,5034.1426,161,193,0.05
21.696869,1.4020098,4934.734,63,66,0.05
29.906792,1.1035013,5042.554,188,190,0.05
26.095352,5.7306128,5067.012,127,142,0.05
35.827477,13.816279,5055.3325,206,254,0.05
19.879522,-2.6371644,4969.616,87,88,0.05
27.663305,-0.14879204,5056.5317,217,218,0.05
34.945034,5.080216,5023.7686,269,283,0.05
30.404324,-1.6194503,5051.0347,199,200,0.05
19.779007,-6.505472,5061.054,156,157,0.05
32.588615,6.824149,5085.2407,194,212,0.05
22.172615,-2.0571935,5111.791,125,126,0.05
25.337751,4.87832,5023.491,134,148,0.05
23.231127,5.115648,5080.4624,75,87,0.05
21.8141,1.7728168,5048.7295,117,120,0.05
33.136936,14.42079,5085.7573,178,234,0.05
19.380098,1.6192675,4998.9917,79,82,0.05
21.29044,0.027075939,4942.299,70,71,0.05
23.026478,3.179786,4946.87,62,67,0.05
31.01115,8.619335,5018.1763,190,219,0.05
30.0712,-2.2596424,5042.6143,247,248,0.05
35.125652,1.4114952,5052.737,271,274,0.05
23.299627,-1.4977503,4887.099,62,63,0.05
20.92905,-3.920577,5016.9136,123,124,0.05
17.941893,-4.562504,5115.987,105,106,0.05
34.42958,11.987797,5033.0493,207,248,0.05
23.16779,2.249241,5044.718,77,81,0.05
31.74427,8.228314,5020.0317,184,211,0.05
35.06611,6.1961064,5026.3633,207,222,0.05
32.63884,10.766789,5052.5444,177,210,0.05
31.952917,10.529133,5027.898,115,143,0.05
36.846745,16.538538,4945.5146,149,206,0.05
21.933033,-2.687539,4941.319,77,78,0.05
32.128952,9.965628,5018.713,126,155,0.05
31.53095,7.660915,5011.8477,177,199,0.05
26.238262,-2.6636138,5026.3022,131,132,0.05
31.460394,5.3685546,5049.848,223,240,0.05
31.30407,-1.3572104,5066.209,244,245,0.05
33.306957,13.432157,5059.9814,173,219,0.05
22.458155,0.4962841,4899.791,63,64,0.05
-38.18506,-56.445534,5007.863,29,30,0.05
29.189943,-4.4817586,4983.033,182,183,0.05
32.617737,-0.02183258,5014.593,228,229,0.05
33.551117,6.19513,5029.07,217,235,0.05
29.949047,2.4877508,5074.405,208,214,0.05
27.162397,0.87495345,5064.9683,171,173,0.05
18.204697,-2.7370625,5092.884,84,85,0.05
25.559103,4.0836983,4956.4165,67,74,0.05
29.062225,8.407057,4870.3564,79,96,0.05
26.879187,1.6155119,4914.9146,67,70,0.05
31.172773,8.202895,5057.9097,201,231,0.05
32.149147,9.670291,4960.454,161,191,0.05
23.727057,6.4195213,5015.935,97,111,0.05
21.040102,2.393448,4950.6836,98,103,0.05
26.447687,-9.498456,5023.329,235,236,0.05
32.809956,10.424185,5042.874,150,182,0.05
19.00692,-2.5972915,4898.1836,40,41,0.05
17.022573,-6.730394,5026.975,91,92,0.05
30.57706,1.9102204,4998.4546,207,212,0.05
25.353691,8.43591,5031.8613,103,127,0.05
37.080215,17.875212,4992.461,184,252,0.05
35.691936,15.209245,5087.8687,171,232,0.05
28.466824,-3.3867674,5098.0396,224,225,0.05
33.59107,13.168039,4947.197,153,194,0.05
28.33751,4.499667,5014.7554,177,189,0.05
25.381943,6.091585,5027.978,89,103,0.05
27.338165,-15.74271,5077.8203,256,257,0.05
31.930653,6.249975,4859.092,114,126,0.05
29.346077,1.5036005,5041.947,189,192,0.05
35.064037,10.567587,4950.3247,159,187,0.05
33.833473,12.514055,5093.645,182,230,0.05
34.512066,10.615848,5112.732,249,287,0.05
33.971252,13.089543,5084.3145,182,231,0.05
31.737831,10.138763,5071.4263,159,192,0.05
28.460686,9.363666,5025.554,130,157,0.05
-41.908997,-83.7817,4917.0303,22,23,0.05
25.30856,4.2063465,4952.6885,87,95,0.05
35.947113,18.013329,5009.924,161,230,0.05
25.953098,2.3221192,5078.7793,161,166,0.05
30.854336,11.967521,4893.161,88,114,0.05
27.715002,7.0647416,5051.736,71,86,0.05
22.848255,1.6944542,5028.5747,106,110,0.05
26.177912,3.1660154,5022.7803,122,129,0.05
26.25753,2.3302267,4942.651,95,99,0.05
30.193913,6.0032563,4980.053,163,179,0.05
23.592438,4.670976,5069.117,64,74,0.05
34.161537,10.697842,5036.2886,206,241,0.05
24.725473,5.7176166,5112.1523,100,116,0.05
25.112646,4.985157,5019.285,95,107,0.05
34.974297,12.068562,5085.796,226,277,0.05
18.631775,-2.3141353,5057.786,79,80,0.05
-36.33046,-65.27495,5022.2686,25,26,0.05
-39.193127,-50.82882,5059.0645,44,45,0.05
35.715416,13.444536,5006.422,211,258,0.05
20.641258,-0.41656014,4961.9194,53,54,0.05
37.48887,18.482803,4934.254,157,220,0.05
25.241959,-0.4650097,4993.329,116,117,0.05
30.383398,10.780604,5033.609,125,157,0.05
22.272333,4.3827677,4985.422,76,86,0.05
28.535175,-9.653538,5081.935,257,258,0.05
31.092993,6.763898,4985.5264,162,179,0.05
34.93865,13.182241,4956.798,187,236,0.05
28.481281,7.26311,5019.414,190,213,0.05
26.22712,6.2149267,4997.137,113,128,0.05
34.177025,7.683176,5049.436,231,256,0.05
26.348446,6.0861073,4993.12,107,122,0.05
31.61005,3.6905394,4996.589,162,170,0.05
34.608,10.483303,5058.908,189,221,0.05
36.461304,15.687447,4965.185,199,264,0.05
30.381165,-3.595054,5102.616,246,247,0.05
26.96544,-1.3597784,4951.454,120,121,0.05
28.45359,7.4628468,5008.591,144,166,0.05
31.382986,10.785129,5062.597,164,201,0.05
29.575119,5.5681505,4943.524,115,126,0.05
30.999605,3.3899038,5011.204,125,131,0.05
18.154943,-6.68704,5032.9556,155,156,0.05
34.575752,12.957992,4941.9756,174,217,0.05
26.013988,6.907053,4998.7397,115,132,0.05
28.616463,5.791752,4980.09,148,163,0.05
26.250387,6.485687,4964.0044,126,142,0.05
29.633324,4.9956594,5076.7607,145,156,0.05
27.491913,2.6871865,4945.175,130,136,0.05
34.023716,5.833998,5124.3003,254,273,0.05
32.89934,-4.579318,5045.2725,252,253,0.05
31.377892,9.560795,5079.7524,154,187,0.05
32.489246,3.0484154,4999.908,137,143,0.05
30.196,11.829868,5016.2056,109,143,0.05
32.094616,11.771449,4973.6787,144,179,0.05
25.711906,3.7231758,4934.8926,98,105,0.05
34.07099,12.918373,5059.725,152,194,0.05
28.001753,9.611161,4988.494,156,185,0.05
26.742954,6.18349,5095.261,148,164,0.05
33.07947,10.43161,4982.0415,165,195,0.05
33.149582,10.030075,4992.6597,162,194,0.05
35.277004,13.187086,5051.2197,201,245,0.05
23.921732,2.2713304,4947.2573,74,77,0.05
31.579926,5.6992803,4996.718,214,231,0.05
-33.305954,-58.22996,5007.655,26,27,0.05
32.616463,9.926449,5035.789,159,189,0.05
22.151114,-4.778386,4957.239,105,106,0.05
32.511868,6.0896416,4957.144,161,176,0.05
31.036003,8.965803,5060.8315,169,194,0.05
24.107727,1.7855408,4916.2114,76,79,0.05
13.41453,-16.101954,5082.0527,128,129,0.05
28.40954,2.338897,5018.701,145,150,0.05
32.47842,9.751027,4945.8027,169,196,0.05
29.148636,8.8070965,5107.5645,156,186,0.05
26.745531,-0.8057951,5054.982,165,166,0.05
35.246956,10.414537,5009.0195,229,263,0.05
21.624346,0.39635926,4978.2397,110,111,0.05
32.894928,10.727587,5000.5957,146,180,0.05
27.070267,3.7237895,5026.008,107,114,0.05
26.52041,7.2455244,5042.862,127,146,0.05
34.398026,10.900549,5078.475,199,240,0.05
22.499668,-2.147115,5077.622,132,133,0.05
22.281578,1.9013232,5012.9014,97,101,0.05
17.931211,-6.6736517,5061.2056,125,126,0.05
29.376614,7.7258525,4996.76,83,99,0.05
30.086706,7.27608,4992.719,106,123,0.05
34.777863,13.979239,5003.513,177,226,0.05
31.570513,3.4175208,5036.3794,165,172,0.05
32.40724,10.232052,4988.3115,183,214,0.05
25.769037,2.1406288,5010.454,97,101,0.05
28.048645,4.723874,4974.755,113,122,0.05
22.326248,1.1862599,4882.0327,52,54,0.05
29.428814,5.9976673,5074.778,184,200,0.05
21.524202,-4.981813,5018.464,130,131,0.05
30.690208,6.88533,5070.468,169,186,0.05
29.140541,0.45419872,5031.332,154,155,0.05
29.395638,6.94991,5053.271,134,151,0.05
30.105778,-26.88618,5081.6025,315,316,0.05
20.50699,0.32713553,5072.5205,96,97,0.05
36.51794,14.523622,4953.239,212,270,0.05
35.762135,12.96905,5044.6533,174,214,0.05
30.961157,3.7106428,5064.134,198,208,0.05
21.451273,-0.6160954,5069.021,107,108,0.05
31.792973,4.1787505,4862.1216,115,123,0.05
31.424269,11.5766,5016.5674,134,170,0.05
29.681492,5.289444,5003.55,140,151,0.05
32.00435,7.0586834,5036.93,180,199,0.05
28.716372,9.26459,5000.0957,115,140,0.05
29.148434,0.53514963,4984.0522,147,148,0.05
27.08822,3.8827126,5012.745,158,167,0.05
27.739117,-4.3329024,5066.8486,185,186,0.05
31.139162,9.007938,5039.4253,166,193,0.05
34.035053,11.989547,5009.2783,150,188,0.05
28.443665,9.520068,5085.719,99,127,0.05
22.647205,-11.101388,5094.1777,194,195,0.05
34.55383,12.082417,5005.5015,187,231,0.05
24.564913,3.0878766,4854.6533,58,63,0.05
32.549126,7.9054027,4976.1274,190,212,0.05
21.788618,2.8033872,4963.4297,96,102,0.05
23.348104,5.289503,5052.612,90,102,0.05
33.40832,5.825632,5070.1133,254,272,0.05
30.236746,4.870465,5040.1943,167,179,0.05
29.566368,6.607339,4901.9683,81,94,0.05
23.456244,4.8539205,4976.9746,84,94,0.05
31.571547,3.5440707,5084.413,203,211,0.05
32.13986,7.5000114,5015.8354,182,202,0.05
26.699566,7.1932545,4999.3896,76,92,0.05
19.581865,-0.28806797,5003.1025,99,100,0.05
35.096886,11.863521,4968.167,218,259,0.05
34.55472,12.837214,5068.278,176,224,0.05
32.615467,13.035108,4984.694,162,205,0.05
34.14744,13.478972,5039.343,175,220,0.05
29.326738,4.6269655,5029.2837,171,184,0.05
28.549553,3.77731,4881.744,87,94,0.05
33.323277,11.67614,5029.4067,160,197,0.05
13.004045,-23.905676,4999.548,117,118,0.05
32.00302,2.688626,5030.01,201,208,0.05
27.024572,0.6283289,4984.004,172,173,0.05
33.14405,1.196193,5007.29,275,278,0.05
35.388187,8.998656,5078.9946,217,243,0.05
27.925041,5.2936378,5033.0835,100,110,0.05
32.334812,11.0675745,5062.979,148,182,0.05
34.70996,12.524418,5064.3174,176,220,0.05
17.937836,-2.3569658,4967.63,52,53,0.05
31.018225,-6.5180635,5057.8228,202,203,0.05
28.804182,6.5758815,5079.926,186,207,0.05
22.809168,3.0385041,4918.1772,59,64,0.05
30.198904,7.8598704,4934.0127,86,102,0.05
26.187065,4.944117,4987.69,83,94,0.05
29.078661,6.455907,5000.5723,117,133,0.05
16.925562,-30.325378,5063.416,179,180,0.05
21.602724,0.5426395,4918.4688,68,69,0.05
27.99401,9.17098,5022.252,101,124,0.05
26.55448,2.7977545,4921.8857,70,74,0.05
17.454544,-4.8479075,4985.413,84,85,0.05
21.751183,-4.0381966,5042.603,151,152,0.05
30.189562,9.135168,4907.1973,77,96,0.05
31.380943,-8.596303,5075.378,272,273,0.05
22.270182,-6.1553736,5085.62,181,182,0.05
31.459826,5.995715,5023.3657,192,208,0.05
25.244144,2.0622299,4860.572,61,64,0.05
33.356686,4.377074,5025.3164,219,229,0.05
29.024048,3.245831,5063.741,174,182,0.05
28.725687,5.670535,5055.292,194,211,0.05
34.356453,12.032972,4950.4624,184,225,0.05
29.504007,6.6066585,4981.4897,179,199,0.05
33.943417,11.340453,5066.704,180,223,0.05
16.21027,-45.672848,5092.8457,232,233,0.05
29.965342,11.745971,5014.6143,110,144,0.05
20.814722,0.005517197,4942.8794,100,101,0.05
21.038353,2.1975799,5067.005,90,95,0.05
15.649922,-7.226772,5008.548,97,98,0.05
-27.117645,-37.343132,5009.346,72,73,0.05
32.863834,7.7492995,4973.791,173,195,0.05
28.019793,6.381805,4960.341,91,103,0.05
28.255043,6.989717,4967.372,166,187,0.05
