dVmax,ADP90,ADP50,Vreps,tdV
0.758556,127,118,-70.4398,5.87955
2.36894,159,147,-80.7213,5.89955
2.19865,146,135,-79.6914,5.88955
2.03193,168,156,-78.4303,5.87955
3.4179,185,172,-84.7408,5.91955
3.31418,180,167,-84.3472,5.91955
1.27803,120,111,-74.3637,5.87955
1.70307,85,76,-77.0781,5.88955
2.21575,177,164,-80.3392,5.89955
2.93782,185,170,-84.3455,5.93955
1.48232,136,126,-76.0553,5.87955
1.71214,96,87,-77.287,5.88955
0.801348,123,114,-71.3189,5.88955
2.69061,189,176,-82.0201,5.89955
1.20948,167,157,-74.0638,5.86955
3.16813,130,120,-83.3569,5.91955
1.79742,103,94,-76.732,5.87955
2.82279,107,97,-82.7247,5.91955
1.90782,172,160,-78.3551,5.88955
0.99971,154,144,-72.3855,5.86955
3.34375,180,167,-84.4954,5.91955
2.87861,113,102,-84.763,5.95955
3.38671,189,175,-84.8095,5.92955
1.52738,176,164,-75.9895,5.86955
1.01105,88,80,-72.9368,5.88955
1.55552,139,128,-76.4348,5.87955
3.11698,150,138,-84.0837,5.92955
0.985418,101,93,-72.8337,5.88955
1.97305,165,153,-79.2439,5.89955
1.09019,113,105,-72.9103,5.87955
2.68073,152,139,-82.7078,5.91955
1.10148,152,142,-73.167,5.86955
1.68518,147,138,-76.1807,5.86955
3.27863,165,152,-85.5329,5.94955
1.00504,114,105,-73.1908,5.88955
2.86164,190,176,-83.2456,5.91955
2.84726,95,86,-82.6953,5.92955
0.86565,159,149,-71.4522,5.86955
1.24026,153,143,-74.1499,5.86955
0.970472,111,103,-72.1009,5.87955
3.50896,211,196,-85.5855,5.92955
1.55336,98,89,-76.4064,5.88955
1.32424,168,158,-74.4564,5.86955
0.846079,154,144,-71.476,5.87955
2.60339,163,151,-81.433,5.89955
0.747541,135,126,-70.2203,5.87955
0.98559,126,117,-72.6194,5.87955
0.730942,152,142,-70.3258,5.87955
0.903116,106,97,-71.9082,5.87955
3.12824,164,152,-83.4839,5.91955
3.17817,152,140,-83.5368,5.91955
1.86458,129,119,-78.4781,5.89955
0.963263,118,109,-72.8576,5.88955
1.59397,176,165,-75.7942,5.85955
2.35133,117,108,-79.6474,5.88955
1.24018,114,104,-74.7999,5.88955
3.05033,177,163,-84.0199,5.92955
2.35687,190,178,-79.3393,5.86955
3.09147,137,126,-82.8426,5.90955
1.59431,75,67,-77.0241,5.89955
1.12678,168,158,-73.4856,5.86955
1.26781,72,64,-75.0132,5.89955
1.24889,180,170,-73.9274,5.85955
1.87221,164,153,-77.4402,5.86955
1.37309,124,114,-75.1989,5.87955
2.1215,186,173,-79.1197,5.87955
1.19942,143,132,-74.5915,5.88955
1.12988,166,156,-73.3033,5.86955
3.47297,116,105,-87.1184,5.97955
2.13371,82,74,-79.7817,5.90955
1.12955,118,109,-73.3182,5.87955
1.67328,144,133,-77.5094,5.88955
1.1919,130,120,-74.4845,5.88955
1.2298,77,68,-74.8399,5.89955
3.07498,190,176,-83.9899,5.91955
3.44872,152,140,-86.0167,5.94955
1.06027,101,93,-72.9169,5.87955
2.19736,110,101,-79.0174,5.88955
1.94664,160,148,-79.1056,5.89955
2.78705,166,154,-81.8285,5.89955
2.66035,163,151,-81.0543,5.88955
1.38869,110,100,-75.8346,5.88955
1.19222,172,161,-73.9722,5.86955
3.23554,132,121,-83.9002,5.91955
1.14161,84,76,-73.9545,5.88955
0.868767,70,63,-71.7008,5.88955
0.865156,150,140,-71.4724,5.87955
1.37808,176,164,-75.098,5.86955
3.29571,117,107,-84.7432,5.93955
1.34268,96,87,-75.128,5.88955
2.18945,117,106,-80.3774,5.90955
2.27547,116,106,-79.8165,5.89955
1.99632,154,143,-78.0687,5.87955
2.3372,195,182,-79.2059,5.86955
2.50051,179,165,-82.0716,5.91955
1.87833,170,159,-78.0233,5.87955
2.88945,108,99,-81.8313,5.90955
1.06376,127,118,-72.9266,5.87955
2.0688,114,104,-79.3036,5.89955
2.94196,170,157,-83.8874,5.92955
3.57556,193,179,-85.5893,5.92955
1.5318,85,76,-76.3842,5.88955
2.79396,205,192,-81.2169,5.87955
0.734875,129,120,-70.1969,5.87955
2.8301,137,125,-84.0537,5.93955
2.75188,188,176,-81.5613,5.88955
2.82451,97,88,-82.1416,5.91955
0.96236,138,128,-72.8921,5.88955
2.07231,136,125,-79.5022,5.89955
1.3734,75,67,-75.6234,5.89955
2.47822,105,96,-80.9277,5.90955
2.79258,153,142,-82.1139,5.90955
0.762157,168,158,-70.1889,5.86955
2.99231,170,157,-83.2537,5.91955
2.24721,95,86,-79.4139,5.89955
1.44319,93,84,-75.7281,5.88955
2.66787,160,149,-80.759,5.88955
2.55127,115,104,-82.3361,5.92955
1.81469,177,165,-77.6342,5.87955
1.46137,102,93,-75.6344,5.87955
1.48408,162,151,-75.5264,5.86955
1.49525,135,125,-75.3525,5.86955
1.59557,131,121,-76.6978,5.88955
1.19997,168,157,-74.1797,5.87955
1.12413,79,71,-74.0081,5.89955
2.47627,152,140,-81.773,5.91955
0.720499,82,74,-70.2584,5.88955
1.40216,182,171,-75.1149,5.86955
2.16791,114,104,-80.1274,5.90955
0.735184,116,107,-70.2984,5.87955
1.10628,140,130,-73.9433,5.88955
2.61144,140,130,-81.0103,5.89955
0.970861,145,135,-72.6914,5.87955
2.23412,172,160,-79.4561,5.88955
0.841076,138,128,-71.7592,5.87955
2.82033,181,167,-83.4548,5.92955
1.82068,129,118,-78.0574,5.88955
1.78291,100,91,-77.1608,5.88955
0.966497,113,104,-72.1293,5.87955
2.32355,197,185,-79.1603,5.86955
1.97412,164,153,-77.6348,5.86955
1.65065,145,134,-77.1907,5.88955
1.69709,100,91,-77.7596,5.89955
2.15519,140,128,-79.8041,5.89955
1.39856,158,147,-75.6223,5.87955
0.860731,134,125,-71.2596,5.87955
0.731609,100,91,-70.2921,5.88955
2.45158,148,136,-81.1912,5.90955
3.69318,148,135,-87.6643,5.96955
3.21214,168,155,-83.8138,5.91955
1.66589,107,99,-76.4326,5.87955
1.0068,155,146,-72.2434,5.86955
1.95213,151,140,-77.8715,5.87955
1.04274,135,125,-73.1035,5.87955
2.44474,184,172,-79.7446,5.87955
3.04154,190,176,-84.0631,5.92955
2.81302,162,150,-82.2801,5.90955
1.73241,144,133,-77.4122,5.88955
0.98525,84,76,-72.4863,5.88955
0.994049,166,156,-72.8691,5.87955
2.15187,129,118,-79.9896,5.90955
1.30855,154,144,-74.9733,5.87955
3.85869,171,158,-87.6273,5.95955
1.25989,146,137,-73.9001,5.86955
1.09805,113,104,-73.6075,5.87955
2.78048,121,109,-83.8918,5.93955
2.81012,146,134,-83.5576,5.92955
1.01631,170,160,-72.4596,5.86955
3.17385,140,128,-84.4491,5.92955
2.97166,195,182,-82.8037,5.90955
2.81922,174,161,-83.6652,5.92955
0.796106,73,65,-71.2086,5.89955
0.646126,138,129,-68.839,5.86955
2.38262,125,114,-80.9546,5.90955
1.06623,166,155,-73.2781,5.87955
2.65716,130,119,-82.8061,5.92955
3.48186,111,101,-85.1807,5.93955
1.8966,127,117,-78.4241,5.88955
1.53236,134,124,-76.0442,5.87955
2.2985,125,115,-79.7435,5.88955
1.19462,151,141,-74.0694,5.87955
1.03399,79,71,-73.4492,5.89955
3.24699,206,192,-83.6897,5.90955
0.786274,101,93,-70.8181,5.87955
2.84443,127,117,-81.5659,5.89955
2.91533,158,145,-84.2619,5.93955
1.45152,162,150,-76.2141,5.88955
1.65724,109,100,-76.5102,5.87955
0.869802,153,143,-71.4512,5.86955
0.853056,160,150,-71.4652,5.87955
0.96768,139,130,-72.2678,5.87955
2.21989,169,157,-79.3838,5.87955
0.973038,148,138,-72.9532,5.87955
0.90707,155,146,-71.727,5.86955
2.93009,146,133,-84.2108,5.93955
1.1872,155,146,-73.5652,5.86955
3.21972,202,187,-85.3497,5.93955
3.50927,209,193,-86.3946,5.94955
2.75411,131,120,-82.8491,5.91955
1.56587,170,159,-75.7162,5.86955
2.13505,165,153,-80.058,5.89955
3.69861,162,150,-86.9302,5.95955
1.13907,113,105,-73.4013,5.87955
1.1417,95,86,-73.9663,5.88955
2.01068,143,131,-79.1044,5.89955
2.7064,105,94,-83.5636,5.94955
0.799503,114,106,-70.9904,5.87955
3.61743,188,174,-86.5281,5.94955
2.79661,115,105,-81.7151,5.90955
1.55133,138,128,-76.7644,5.88955
1.27156,144,134,-74.5013,5.87955
2.93089,178,164,-84.4637,5.93955
1.56528,184,173,-75.754,5.86955
2.24112,162,150,-80.6245,5.90955
1.39095,181,170,-74.7489,5.85955
1.70262,106,96,-77.7718,5.89955
2.53201,191,178,-81.1013,5.89955
2.62353,150,138,-81.8915,5.90955
2.273,168,156,-79.7148,5.88955
3.48872,165,153,-85.2245,5.92955
3.41288,205,191,-85.3346,5.92955
2.02173,147,136,-77.7681,5.86955
2.0375,164,152,-79.1561,5.88955
3.42479,206,191,-85.5848,5.93955
3.03078,112,102,-84.207,5.93955
3.29716,122,112,-85.1584,5.94955
3.47974,149,138,-85.5471,5.93955
2.37809,145,135,-79.588,5.87955
1.70962,171,160,-76.4985,5.86955
1.38922,172,161,-75.3842,5.87955
2.44636,201,188,-79.7894,5.87955
0.820898,160,150,-71.2241,5.87955
1.63158,190,178,-76.0439,5.85955
1.23386,103,95,-73.856,5.87955
0.973995,147,137,-72.355,5.87955
1.88933,194,182,-77.2473,5.86955
0.928766,150,141,-71.6394,5.86955
1.88372,176,164,-78.3714,5.88955
1.93695,148,138,-77.6725,5.87955
2.12306,135,125,-78.543,5.87955
2.03954,167,155,-79.1241,5.88955
3.06908,195,182,-83.087,5.90955
3.45061,204,189,-85.7008,5.93955
2.86647,188,173,-84.5914,5.93955
3.29372,176,163,-84.2903,5.91955
3.03816,115,103,-85.8382,5.96955
2.20267,187,175,-78.5205,5.86955
1.06375,175,165,-72.6736,5.86955
3.27836,202,188,-84.6872,5.92955
0.908813,139,129,-72.2706,5.87955
2.44717,100,90,-82.0302,5.92955
2.87752,128,118,-82.3476,5.90955
0.976624,99,91,-72.3127,5.87955
1.3018,153,142,-74.6569,5.86955
1.68262,110,101,-76.7291,5.87955
0.680212,110,101,-69.5741,5.87955
1.44348,111,102,-75.463,5.87955
0.994877,72,65,-73.0854,5.89955
3.2616,107,97,-85.1255,5.94955
1.60346,78,70,-77.1749,5.89955
1.80568,177,166,-77.502,5.87955
1.50678,99,89,-76.7006,5.89955
1.3734,89,81,-74.728,5.87955
3.46472,207,192,-86.3269,5.94955
2.99139,133,122,-82.4685,5.90955
2.2161,179,167,-79.7784,5.88955
2.31185,156,146,-79.3047,5.87955
2.50352,174,161,-81.7172,5.90955
3.04813,135,124,-83.4602,5.91955
1.33399,86,78,-74.7566,5.88955
1.41055,115,105,-75.9105,5.88955
1.16299,93,85,-73.4134,5.87955
1.15418,173,163,-73.4298,5.86955
2.73514,133,122,-83.075,5.92955
1.10613,155,146,-73.2396,5.86955
2.62895,169,156,-82.2282,5.90955
3.08921,196,183,-83.3257,5.90955
2.77582,161,150,-81.69,5.89955
1.36388,135,124,-75.7922,5.88955
0.70985,148,138,-69.7801,5.87955
1.10964,84,76,-73.3022,5.88955
0.770836,132,123,-70.5083,5.87955
2.89961,129,118,-82.3304,5.90955
0.744011,115,106,-70.381,5.87955
2.81426,137,127,-81.7256,5.89955
2.25529,163,151,-80.1275,5.89955
1.44935,168,156,-76.1605,5.87955
2.25437,177,164,-80.6791,5.90955
3.82161,150,138,-87.0505,5.95955
1.21605,164,155,-73.639,5.86955
2.25073,148,137,-79.1542,5.87955
1.13324,156,146,-73.5919,5.86955
1.01116,132,123,-72.4279,5.86955
0.900988,150,141,-71.6259,5.86955
1.17641,159,149,-73.6541,5.86955
0.94792,169,160,-71.7967,5.86955
3.57245,139,128,-85.9824,5.94955
1.20779,177,166,-74.0403,5.86955
0.766378,159,149,-70.5019,5.86955
2.9852,102,91,-85.0949,5.95955
0.878389,162,152,-71.6005,5.86955
2.38049,176,165,-79.7253,5.87955
1.28163,151,141,-74.1436,5.86955
0.758307,137,127,-70.4339,5.87955
1.15985,171,160,-73.6781,5.86955
1.09694,159,149,-72.8903,5.86955
3.06224,141,128,-85.2945,5.95955
1.76364,129,119,-77.6915,5.88955
0.873779,149,139,-71.7218,5.87955
1.89234,175,163,-77.6279,5.86955
0.79167,155,146,-70.6819,5.86955
1.08856,119,110,-73.603,5.88955
1.26431,170,159,-74.5727,5.87955
1.19797,126,116,-74.1168,5.87955
0.862751,153,143,-71.8071,5.87955
1.81821,112,102,-77.8392,5.88955
2.19253,116,107,-78.6378,5.87955
1.07752,164,154,-72.8101,5.86955
1.09595,116,108,-73.0222,5.87955
1.51034,155,144,-76.2567,5.87955
2.61302,129,117,-82.9657,5.92955
1.51566,141,131,-76.0309,5.87955
1.27275,85,78,-74.3632,5.87955
0.724264,128,119,-69.9608,5.87955
3.01789,178,164,-83.8907,5.92955
2.5043,140,130,-80.4979,5.88955
0.830006,122,113,-71.5786,5.88955
1.23182,128,118,-74.0654,5.87955
1.81885,132,122,-77.3221,5.87955
2.35282,190,177,-80.4102,5.88955
1.63613,138,127,-77.1665,5.88955
